candidate,best_label,score,total_docs,share_best,count_UP,count_DOWN,count_NEUTRAL
日常开,UP,1.6033,7,0.714,5,2,0
早上9,UP,1.6033,7,0.714,5,2,0
早上9点,UP,1.6033,7,0.714,5,2,0
早上醒,UP,1.6033,7,0.714,5,0,2
早上醒来,UP,1.6033,7,0.714,5,0,2
早班,UP,1.6033,7,0.714,5,2,0
时更新,UP,1.6033,7,0.714,5,0,2
明什么都,UP,1.6033,7,0.714,5,1,1
明明什,UP,1.6033,7,0.714,5,1,1
明明什么,UP,1.6033,7,0.714,5,1,1
明明什么都,UP,1.6033,7,0.714,5,1,1
是一种什,UP,1.6033,7,0.714,5,0,2
是一种什么,UP,1.6033,7,0.714,5,0,2
是不抽,UP,1.6033,7,0.714,5,0,2
是两个人,UP,1.6033,7,0.714,5,2,0
是体验,UP,1.6033,7,0.714,5,2,0
是努,UP,1.6033,7,0.714,5,1,1
是努力,UP,1.6033,7,0.714,5,1,1
是奔,UP,1.6033,7,0.714,5,2,0
是女孩,UP,1.6033,7,0.714,5,2,0
是学习,UP,1.6033,7,0.714,5,2,0
是干净,UP,1.6033,7,0.714,5,1,1
是很幸,UP,1.6033,7,0.714,5,1,1
是摄影,UP,1.6033,7,0.714,5,0,2
是文科,UP,1.6033,7,0.714,5,0,2
是新的,UP,1.6033,7,0.714,5,1,1
是甜的,UP,1.6033,7,0.714,5,0,2
是站,UP,1.6033,7,0.714,5,2,0
是补,UP,1.6033,7,0.714,5,2,0
是谁，,UP,1.6033,7,0.714,5,0,2
是酸,UP,1.6033,7,0.714,5,0,2
晚做,UP,1.6033,7,0.714,5,2,0
普罗,UP,1.6033,7,0.714,5,2,0
更加自,UP,1.6033,7,0.714,5,2,0
更新，,UP,1.6033,7,0.714,5,1,1
更重要的,UP,1.6033,7,0.714,5,1,1
最便,UP,1.6033,7,0.714,5,0,2
最便宜,UP,1.6033,7,0.714,5,0,2
最出,UP,1.6033,7,0.714,5,1,1
最坚,UP,1.6033,7,0.714,5,2,0
最大限,UP,1.6033,7,0.714,5,2,0
最大限度,UP,1.6033,7,0.714,5,2,0
最接,UP,1.6033,7,0.714,5,0,2
最接近,UP,1.6033,7,0.714,5,0,2
最牛逼的,UP,1.6033,7,0.714,5,0,2
最近，,UP,1.6033,7,0.714,5,1,1
有一家,UP,1.6033,7,0.714,5,1,1
有什么特,UP,1.6033,7,0.714,5,1,1
有利于我,UP,1.6033,7,0.714,5,0,2
有尽有,UP,1.6033,7,0.714,5,0,2
有来得,UP,1.6033,7,0.714,5,0,2
有来得及,UP,1.6033,7,0.714,5,0,2
有立,UP,1.6033,7,0.714,5,1,1
有质感,UP,1.6033,7,0.714,5,0,2
有长,UP,1.6033,7,0.714,5,0,2
期了，,UP,1.6033,7,0.714,5,2,0
本1,UP,1.6033,7,0.714,5,1,1
术语,UP,1.6033,7,0.714,5,0,2
村子,UP,1.6033,7,0.714,5,2,0
束花,UP,1.6033,7,0.714,5,2,0
条路线,UP,1.6033,7,0.714,5,1,1
来没有想过,UP,1.6033,7,0.714,5,0,2
来越有,UP,1.6033,7,0.714,5,2,0
来，没,UP,1.6033,7,0.714,5,2,0
构。,UP,1.6033,7,0.714,5,1,1
标志性,UP,1.6033,7,0.714,5,0,2
格买,UP,1.6033,7,0.714,5,2,0
格这,UP,1.6033,7,0.714,5,0,2
概4,UP,1.6033,7,0.714,5,1,1
模块，,UP,1.6033,7,0.714,5,0,2
次听到,UP,1.6033,7,0.714,5,2,0
次路,UP,1.6033,7,0.714,5,2,0
欣赏到,UP,1.6033,7,0.714,5,0,2
款式，,UP,1.6033,7,0.714,5,0,2
正好是,UP,1.6033,7,0.714,5,0,2
步不,UP,1.6033,7,0.714,5,1,1
每一分钱,UP,1.6033,7,0.714,5,2,0
每天过得,UP,1.6033,7,0.714,5,2,0
比自己,UP,1.6033,7,0.714,5,1,1
水母,UP,1.6033,7,0.714,5,0,2
江之,UP,1.6033,7,0.714,5,0,2
沒想,UP,1.6033,7,0.714,5,1,1
没太,UP,1.6033,7,0.714,5,0,2
没有来得,UP,1.6033,7,0.714,5,0,2
没有来得及,UP,1.6033,7,0.714,5,0,2
河畔,UP,1.6033,7,0.714,5,0,2
法也,UP,1.6033,7,0.714,5,0,2
泪的,UP,1.6033,7,0.714,5,1,1
津的,UP,1.6033,7,0.714,5,0,2
洪波,UP,1.6033,7,0.714,5,0,2
活在当,UP,1.6033,7,0.714,5,2,0
活在当下,UP,1.6033,7,0.714,5,2,0
浪费在,UP,1.6033,7,0.714,5,1,1
淋上,UP,1.6033,7,0.714,5,1,1
深爱,UP,1.6033,7,0.714,5,0,2
渗透,UP,1.6033,7,0.714,5,1,1
游泳、,UP,1.6033,7,0.714,5,0,2
游：,UP,1.6033,7,0.714,5,0,2
满足你,UP,1.6033,7,0.714,5,2,0
满足我,UP,1.6033,7,0.714,5,1,1
滤镜的,UP,1.6033,7,0.714,5,2,0
漂亮了,UP,1.6033,7,0.714,5,0,2
火烧,UP,1.6033,7,0.714,5,2,0
点放,UP,1.6033,7,0.714,5,2,0
点，而,UP,1.6033,7,0.714,5,2,0
烂漫,UP,1.6033,7,0.714,5,0,2
烦恼都,UP,1.6033,7,0.714,5,0,2
热烈的,UP,1.6033,7,0.714,5,2,0
然的一,UP,1.6033,7,0.714,5,2,0
然：,UP,1.6033,7,0.714,5,0,2
照射,UP,1.6033,7,0.714,5,2,0
照片就,UP,1.6033,7,0.714,5,1,1
照：,UP,1.6033,7,0.714,5,1,1
片也,UP,1.6033,7,0.714,5,2,0
片海,UP,1.6033,7,0.714,5,0,2
犯规,UP,1.6033,7,0.714,5,0,2
独享,UP,1.6033,7,0.714,5,0,2
猪脚,UP,1.6033,7,0.714,5,2,0
猴子,UP,1.6033,7,0.714,5,0,2
现在我在,UP,1.6033,7,0.714,5,1,1
现在看来,UP,1.6033,7,0.714,5,2,0
现在睡,UP,1.6033,7,0.714,5,2,0
现金，,UP,1.6033,7,0.714,5,2,0
珍藏,UP,1.6033,7,0.714,5,0,2
現場,UP,1.6033,7,0.714,5,1,1
理准,UP,1.6033,7,0.714,5,2,0
理准备,UP,1.6033,7,0.714,5,2,0
生上,UP,1.6033,7,0.714,5,1,1
生如,UP,1.6033,7,0.714,5,2,0
生开始,UP,1.6033,7,0.714,5,0,2
生活就,UP,1.6033,7,0.714,5,1,1
生的每,UP,1.6033,7,0.714,5,2,0
生真的不,UP,1.6033,7,0.714,5,2,0
用做,UP,1.6033,7,0.714,5,1,1
用出,UP,1.6033,7,0.714,5,2,0
用心对,UP,1.6033,7,0.714,5,0,2
用文,UP,1.6033,7,0.714,5,1,1
用面,UP,1.6033,7,0.714,5,2,0
田上,UP,1.6033,7,0.714,5,2,0
由自在,UP,1.6033,7,0.714,5,0,2
白三,UP,1.6033,7,0.714,5,0,2
白沙,UP,1.6033,7,0.714,5,0,2
白：,UP,1.6033,7,0.714,5,1,1
的一位,UP,1.6033,7,0.714,5,2,0
的事情大,UP,1.6033,7,0.714,5,2,0
的人，都,UP,1.6033,7,0.714,5,1,1
的信念,UP,1.6033,7,0.714,5,2,0
的兴奋,UP,1.6033,7,0.714,5,2,0
的几张,UP,1.6033,7,0.714,5,1,1
的吉伊,UP,1.6033,7,0.714,5,0,2
的品牌,UP,1.6033,7,0.714,5,0,2
的好处,UP,1.6033,7,0.714,5,0,2
的好爱,UP,1.6033,7,0.714,5,2,0
的妈妈，,UP,1.6033,7,0.714,5,1,1
的实验,UP,1.6033,7,0.714,5,2,0
的小岛,UP,1.6033,7,0.714,5,0,2
的所谓,UP,1.6033,7,0.714,5,2,0
的时候经常,UP,1.6033,7,0.714,5,2,0
的时候都会,UP,1.6033,7,0.714,5,1,1
的最低,UP,1.6033,7,0.714,5,1,1
的珍,UP,1.6033,7,0.714,5,0,2
的真的很感,UP,1.6033,7,0.714,5,2,0
的石板,UP,1.6033,7,0.714,5,0,2
的节目,UP,1.6033,7,0.714,5,2,0
的让人,UP,1.6033,7,0.714,5,1,1
的路，,UP,1.6033,7,0.714,5,1,1
的邮件,UP,1.6033,7,0.714,5,2,0
的酒店，,UP,1.6033,7,0.714,5,1,1
的队伍,UP,1.6033,7,0.714,5,0,2
的，中,UP,1.6033,7,0.714,5,2,0
的，希,UP,1.6033,7,0.714,5,2,0
的，希望,UP,1.6033,7,0.714,5,2,0
的，都是,UP,1.6033,7,0.714,5,2,0
的？我,UP,1.6033,7,0.714,5,2,0
皮肤都,UP,1.6033,7,0.714,5,2,0
目是,UP,1.6033,7,0.714,5,1,1
直去,UP,1.6033,7,0.714,5,2,0
相比之,UP,1.6033,7,0.714,5,1,1
相比之下,UP,1.6033,7,0.714,5,1,1
相视,UP,1.6033,7,0.714,5,0,2
看到实,UP,1.6033,7,0.714,5,0,2
看到无,UP,1.6033,7,0.714,5,0,2
看各,UP,1.6033,7,0.714,5,2,0
看真,UP,1.6033,7,0.714,5,1,1
看着一,UP,1.6033,7,0.714,5,2,0
真的好爱,UP,1.6033,7,0.714,5,2,0
真的真的很感,UP,1.6033,7,0.714,5,2,0
真的越来,UP,1.6033,7,0.714,5,0,2
真的越来越,UP,1.6033,7,0.714,5,0,2
眼里，,UP,1.6033,7,0.714,5,1,1
着所,UP,1.6033,7,0.714,5,2,0
着拍,UP,1.6033,7,0.714,5,0,2
瞬间都,UP,1.6033,7,0.714,5,0,2
研经,UP,1.6033,7,0.714,5,2,0
礼时,UP,1.6033,7,0.714,5,2,0
礼时间,UP,1.6033,7,0.714,5,2,0
福啊,UP,1.6033,7,0.714,5,2,0
私自,UP,1.6033,7,0.714,5,1,1
种在,UP,1.6033,7,0.714,5,1,1
科的时,UP,1.6033,7,0.714,5,2,0
秒会,UP,1.6033,7,0.714,5,2,0
程度上,UP,1.6033,7,0.714,5,1,1
程规,UP,1.6033,7,0.714,5,0,2
程规划,UP,1.6033,7,0.714,5,0,2
第四次,UP,1.6033,7,0.714,5,1,1
等你来,UP,1.6033,7,0.714,5,1,1
简历上,UP,1.6033,7,0.714,5,2,0
算你,UP,1.6033,7,0.714,5,2,0
粤语的,UP,1.6033,7,0.714,5,1,1
红打,UP,1.6033,7,0.714,5,0,2
红打卡,UP,1.6033,7,0.714,5,0,2
纯分,UP,1.6033,7,0.714,5,1,1
纯分享,UP,1.6033,7,0.714,5,1,1
线上课,UP,1.6033,7,0.714,5,2,0
细节里,UP,1.6033,7,0.714,5,2,0
终于不,UP,1.6033,7,0.714,5,0,2
终于吃,UP,1.6033,7,0.714,5,0,2
经验和,UP,1.6033,7,0.714,5,1,1
结果每,UP,1.6033,7,0.714,5,2,0
结果，我,UP,1.6033,7,0.714,5,2,0
给孩子们,UP,1.6033,7,0.714,5,2,0
续在,UP,1.6033,7,0.714,5,2,0
绿意盎,UP,1.6033,7,0.714,5,2,0
绿意盎然,UP,1.6033,7,0.714,5,2,0
缩，,UP,1.6033,7,0.714,5,0,2
网红打,UP,1.6033,7,0.714,5,0,2
网红打卡,UP,1.6033,7,0.714,5,0,2
置都,UP,1.6033,7,0.714,5,0,2
美的地,UP,1.6033,7,0.714,5,0,2
美的地方,UP,1.6033,7,0.714,5,0,2
群岛,UP,1.6033,7,0.714,5,0,2
翻译，,UP,1.6033,7,0.714,5,0,2
老父,UP,1.6033,7,0.714,5,0,2
老父亲,UP,1.6033,7,0.714,5,0,2
考虑去,UP,1.6033,7,0.714,5,2,0
耐心等,UP,1.6033,7,0.714,5,1,1
职也,UP,1.6033,7,0.714,5,2,0
肉也,UP,1.6033,7,0.714,5,1,1
肤都,UP,1.6033,7,0.714,5,2,0
能不能做,UP,1.6033,7,0.714,5,2,0
能学,UP,1.6033,7,0.714,5,0,2
能降,UP,1.6033,7,0.714,5,1,1
腌制,UP,1.6033,7,0.714,5,1,1
自己是一,UP,1.6033,7,0.714,5,1,1
自己的世,UP,1.6033,7,0.714,5,2,0
自己的世界,UP,1.6033,7,0.714,5,2,0
自己的过,UP,1.6033,7,0.714,5,2,0
自由自,UP,1.6033,7,0.714,5,0,2
自由自在,UP,1.6033,7,0.714,5,0,2
自选,UP,1.6033,7,0.714,5,0,2
舒服的状,UP,1.6033,7,0.714,5,2,0
舒服的状态,UP,1.6033,7,0.714,5,2,0
节里,UP,1.6033,7,0.714,5,2,0
芥末,UP,1.6033,7,0.714,5,0,2
英国留学,UP,1.6033,7,0.714,5,1,1
荐推,UP,1.6033,7,0.714,5,2,0
荐推荐,UP,1.6033,7,0.714,5,2,0
菜了,UP,1.6033,7,0.714,5,0,2
落大,UP,1.6033,7,0.714,5,0,2
蒸汽,UP,1.6033,7,0.714,5,0,2
虑去,UP,1.6033,7,0.714,5,2,0
虚的,UP,1.6033,7,0.714,5,1,1
行性,UP,1.6033,7,0.714,5,0,2
行这,UP,1.6033,7,0.714,5,1,1
街一,UP,1.6033,7,0.714,5,2,0
街都,UP,1.6033,7,0.714,5,0,2
被称为“,UP,1.6033,7,0.714,5,0,2
要合,UP,1.6033,7,0.714,5,0,2
要最,UP,1.6033,7,0.714,5,2,0
要选择,UP,1.6033,7,0.714,5,1,1
要陪,UP,1.6033,7,0.714,5,2,0
视化,UP,1.6033,7,0.714,5,0,2
觉应,UP,1.6033,7,0.714,5,1,1
觉应该,UP,1.6033,7,0.714,5,1,1
角度的,UP,1.6033,7,0.714,5,0,2
解决不了的,UP,1.6033,7,0.714,5,2,0
解决方案,UP,1.6033,7,0.714,5,2,0
触过,UP,1.6033,7,0.714,5,2,0
让他帮,UP,1.6033,7,0.714,5,2,0
记住：,UP,1.6033,7,0.714,5,1,1
设施，,UP,1.6033,7,0.714,5,1,1
译，,UP,1.6033,7,0.714,5,0,2
话我都,UP,1.6033,7,0.714,5,1,1
语教师,UP,1.6033,7,0.714,5,1,1
说8,UP,1.6033,7,0.714,5,2,0
说富,UP,1.6033,7,0.714,5,2,0
谁做,UP,1.6033,7,0.714,5,0,2
谁懂啊！！！,UP,1.6033,7,0.714,5,0,2
谈论,UP,1.6033,7,0.714,5,2,0
谢谢我,UP,1.6033,7,0.714,5,1,1
谷期,UP,1.6033,7,0.714,5,0,2
豆沙,UP,1.6033,7,0.714,5,0,2
象深刻的,UP,1.6033,7,0.714,5,1,1
豪宅，,UP,1.6033,7,0.714,5,2,0
责我的,UP,1.6033,7,0.714,5,2,0
资上,UP,1.6033,7,0.714,5,2,0
资料：,UP,1.6033,7,0.714,5,0,2
走了一,UP,1.6033,7,0.714,5,1,1
走路，,UP,1.6033,7,0.714,5,2,0
赶上了,UP,1.6033,7,0.714,5,2,0
起在,UP,1.6033,7,0.714,5,2,0
起床去,UP,1.6033,7,0.714,5,1,1
越来越有,UP,1.6033,7,0.714,5,2,0
越高，,UP,1.6033,7,0.714,5,1,1
趣爱,UP,1.6033,7,0.714,5,1,1
趣爱好,UP,1.6033,7,0.714,5,1,1
足你,UP,1.6033,7,0.714,5,2,0
跌跌,UP,1.6033,7,0.714,5,2,0
跑了一,UP,1.6033,7,0.714,5,1,1
距很,UP,1.6033,7,0.714,5,2,0
车很,UP,1.6033,7,0.714,5,1,1
转圈,UP,1.6033,7,0.714,5,0,2
转战,UP,1.6033,7,0.714,5,1,1
较为,UP,1.6033,7,0.714,5,2,0
辑、,UP,1.6033,7,0.714,5,2,0
边不,UP,1.6033,7,0.714,5,2,0
达海,UP,1.6033,7,0.714,5,0,2
近三,UP,1.6033,7,0.714,5,2,0
还在备,UP,1.6033,7,0.714,5,2,0
还在备考,UP,1.6033,7,0.714,5,2,0
还想再,UP,1.6033,7,0.714,5,0,2
还拿,UP,1.6033,7,0.714,5,1,1
还是蛮,UP,1.6033,7,0.714,5,2,0
这么便,UP,1.6033,7,0.714,5,2,0
这么便宜,UP,1.6033,7,0.714,5,2,0
这些时,UP,1.6033,7,0.714,5,1,1
这位女,UP,1.6033,7,0.714,5,0,2
这种，,UP,1.6033,7,0.714,5,2,0
这表,UP,1.6033,7,0.714,5,2,0
进出,UP,1.6033,7,0.714,5,2,0
进度，,UP,1.6033,7,0.714,5,2,0
违的,UP,1.6033,7,0.714,5,1,1
迪奥,UP,1.6033,7,0.714,5,2,0
适合的,UP,1.6033,7,0.714,5,0,2
逼迫,UP,1.6033,7,0.714,5,2,0
遗迹,UP,1.6033,7,0.714,5,0,2
那么久,UP,1.6033,7,0.714,5,1,1
那么这,UP,1.6033,7,0.714,5,1,1
那会儿,UP,1.6033,7,0.714,5,0,2
郑州,UP,1.6033,7,0.714,5,1,1
都去做,UP,1.6033,7,0.714,5,1,1
都在发,UP,1.6033,7,0.714,5,2,0
都如,UP,1.6033,7,0.714,5,2,0
都很低调,UP,1.6033,7,0.714,5,1,1
都心,UP,1.6033,7,0.714,5,0,2
都是发,UP,1.6033,7,0.714,5,2,0
都有好,UP,1.6033,7,0.714,5,0,2
里新,UP,1.6033,7,0.714,5,2,0
里炸,UP,1.6033,7,0.714,5,0,2
金和,UP,1.6033,7,0.714,5,1,1
金时,UP,1.6033,7,0.714,5,2,0
钟即,UP,1.6033,7,0.714,5,0,2
钟车,UP,1.6033,7,0.714,5,2,0
钟车程,UP,1.6033,7,0.714,5,2,0
问什,UP,1.6033,7,0.714,5,1,1
问什么,UP,1.6033,7,0.714,5,1,1
问题时,UP,1.6033,7,0.714,5,0,2
问题来,UP,1.6033,7,0.714,5,1,1
阵阵,UP,1.6033,7,0.714,5,2,0
陶瓷,UP,1.6033,7,0.714,5,0,2
随之,UP,1.6033,7,0.714,5,0,2
隔夜,UP,1.6033,7,0.714,5,2,0
韩式,UP,1.6033,7,0.714,5,0,2
顿的,UP,1.6033,7,0.714,5,1,1
领域，,UP,1.6033,7,0.714,5,2,0
题大做,UP,1.6033,7,0.714,5,2,0
风光，,UP,1.6033,7,0.714,5,0,2
风吹过,UP,1.6033,7,0.714,5,0,2
风都,UP,1.6033,7,0.714,5,1,1
首先是,UP,1.6033,7,0.714,5,2,0
香港海,UP,1.6033,7,0.714,5,0,2
马打,UP,1.6033,7,0.714,5,2,0
马鞍,UP,1.6033,7,0.714,5,0,2
验室的,UP,1.6033,7,0.714,5,0,2
高中就,UP,1.6033,7,0.714,5,2,0
高品,UP,1.6033,7,0.714,5,0,2
高品质,UP,1.6033,7,0.714,5,0,2
鸡胸,UP,1.6033,7,0.714,5,0,2
鸡胸肉,UP,1.6033,7,0.714,5,0,2
黑咖,UP,1.6033,7,0.714,5,1,1
齐了,UP,1.6033,7,0.714,5,0,2
️今,UP,1.6033,7,0.714,5,0,2
！———,UP,1.6033,7,0.714,5,1,1
！————,UP,1.6033,7,0.714,5,1,1
！啊啊啊啊,UP,1.6033,7,0.714,5,2,0
！太可爱,UP,1.6033,7,0.714,5,0,2
！花,UP,1.6033,7,0.714,5,0,2
！金,UP,1.6033,7,0.714,5,0,2
！！其,UP,1.6033,7,0.714,5,0,2
！！哈,UP,1.6033,7,0.714,5,1,1
！！哈哈,UP,1.6033,7,0.714,5,1,1
！！哈哈哈,UP,1.6033,7,0.714,5,1,1
！！她,UP,1.6033,7,0.714,5,0,2
！！老,UP,1.6033,7,0.714,5,1,1
＃小,UP,1.6033,7,0.714,5,0,2
（实,UP,1.6033,7,0.714,5,0,2
（感,UP,1.6033,7,0.714,5,1,1
（特,UP,1.6033,7,0.714,5,1,1
）▫,UP,1.6033,7,0.714,5,0,2
）▫️,UP,1.6033,7,0.714,5,0,2
）就,UP,1.6033,7,0.714,5,1,1
）最后,UP,1.6033,7,0.714,5,2,0
）看,UP,1.6033,7,0.714,5,2,0
，但当,UP,1.6033,7,0.714,5,2,0
，列,UP,1.6033,7,0.714,5,2,0
，吃多,UP,1.6033,7,0.714,5,0,2
，合理,UP,1.6033,7,0.714,5,2,0
，和那,UP,1.6033,7,0.714,5,0,2
，和那个,UP,1.6033,7,0.714,5,0,2
，她让,UP,1.6033,7,0.714,5,1,1
，它是,UP,1.6033,7,0.714,5,2,0
，安全,UP,1.6033,7,0.714,5,0,2
，对什,UP,1.6033,7,0.714,5,2,0
，对什么,UP,1.6033,7,0.714,5,2,0
，年底,UP,1.6033,7,0.714,5,2,0
，形成,UP,1.6033,7,0.714,5,1,1
，我进,UP,1.6033,7,0.714,5,2,0
，手上,UP,1.6033,7,0.714,5,2,0
，换来,UP,1.6033,7,0.714,5,2,0
，整个人都,UP,1.6033,7,0.714,5,2,0
，早上醒,UP,1.6033,7,0.714,5,0,2
，早上醒来,UP,1.6033,7,0.714,5,0,2
，梳,UP,1.6033,7,0.714,5,2,0
，每天早,UP,1.6033,7,0.714,5,1,1
，瘦,UP,1.6033,7,0.714,5,1,1
，素,UP,1.6033,7,0.714,5,1,1
，而是因,UP,1.6033,7,0.714,5,2,0
，而是因为,UP,1.6033,7,0.714,5,2,0
，记录,UP,1.6033,7,0.714,5,1,1
，还有那,UP,1.6033,7,0.714,5,2,0
，难度,UP,1.6033,7,0.714,5,0,2
：因,UP,1.6033,7,0.714,5,2,0
：平,UP,1.6033,7,0.714,5,0,2
：由,UP,1.6033,7,0.714,5,2,0
：约,UP,1.6033,7,0.714,5,0,2
：约1,UP,1.6033,7,0.714,5,0,2
：选,UP,1.6033,7,0.714,5,0,2
；在,UP,1.6033,7,0.714,5,0,2
｜一,UP,1.6033,7,0.714,5,1,1
～每,UP,1.6033,7,0.714,5,0,2
～～～～,UP,1.6033,7,0.714,5,0,2
",N",UP,1.4824,8,0.625,5,0,3
",d",UP,1.4824,8,0.625,5,2,1
-D,UP,1.4824,8,0.625,5,2,1
.0，,UP,1.4824,8,0.625,5,3,0
.公,UP,1.4824,8,0.625,5,1,2
.注,UP,1.4824,8,0.625,5,1,2
00万。,UP,1.4824,8,0.625,5,1,2
020年,UP,1.4824,8,0.625,5,1,2
0、,UP,1.4824,8,0.625,5,1,2
10-2,UP,1.4824,8,0.625,5,0,3
14岁,UP,1.4824,8,0.625,5,2,1
17.5,UP,1.4824,8,0.625,5,1,2
2+,UP,1.4824,8,0.625,5,2,1
2020年,UP,1.4824,8,0.625,5,1,2
20号,UP,1.4824,8,0.625,5,2,1
3.0,UP,1.4824,8,0.625,5,2,1
360度,UP,1.4824,8,0.625,5,0,3
4.10,UP,1.4824,8,0.625,5,2,1
4分,UP,1.4824,8,0.625,5,0,3
5家,UP,1.4824,8,0.625,5,2,1
600元,UP,1.4824,8,0.625,5,2,1
60万,UP,1.4824,8,0.625,5,2,1
60度,UP,1.4824,8,0.625,5,0,3
6米,UP,1.4824,8,0.625,5,3,0
80分,UP,1.4824,8,0.625,5,1,2
8点，,UP,1.4824,8,0.625,5,2,1
95%,UP,1.4824,8,0.625,5,3,0
9的,UP,1.4824,8,0.625,5,0,3
A-,UP,1.4824,8,0.625,5,1,2
[得意R,UP,1.4824,8,0.625,5,2,1
[得意R],UP,1.4824,8,0.625,5,2,1
alk的,UP,1.4824,8,0.625,5,0,3
e/,UP,1.4824,8,0.625,5,2,1
g：,UP,1.4824,8,0.625,5,1,2
h是,UP,1.4824,8,0.625,5,1,2
lk的,UP,1.4824,8,0.625,5,0,3
r这,UP,1.4824,8,0.625,5,3,0
s/,UP,1.4824,8,0.625,5,1,2
s。,UP,1.4824,8,0.625,5,1,2
“从,UP,1.4824,8,0.625,5,2,1
、商,UP,1.4824,8,0.625,5,0,3
、追,UP,1.4824,8,0.625,5,2,1
。希望大家都,UP,1.4824,8,0.625,5,1,2
。相比,UP,1.4824,8,0.625,5,2,1
。记得,UP,1.4824,8,0.625,5,1,2
。谢谢你,UP,1.4824,8,0.625,5,2,1
》取,UP,1.4824,8,0.625,5,0,3
》取景,UP,1.4824,8,0.625,5,0,3
一上来就,UP,1.4824,8,0.625,5,1,2
一下1,UP,1.4824,8,0.625,5,0,3
一个专,UP,1.4824,8,0.625,5,2,1
一套房子,UP,1.4824,8,0.625,5,3,0
一室,UP,1.4824,8,0.625,5,1,2
一家餐,UP,1.4824,8,0.625,5,3,0
一直和,UP,1.4824,8,0.625,5,2,1
一辈子都,UP,1.4824,8,0.625,5,3,0
三十年,UP,1.4824,8,0.625,5,1,2
上任,UP,1.4824,8,0.625,5,2,1
上岸！,UP,1.4824,8,0.625,5,1,2
下班的,UP,1.4824,8,0.625,5,3,0
下，在,UP,1.4824,8,0.625,5,3,0
不一定是,UP,1.4824,8,0.625,5,1,2
不会做饭,UP,1.4824,8,0.625,5,3,0
不保证,UP,1.4824,8,0.625,5,1,2
不忘,UP,1.4824,8,0.625,5,0,3
不是只,UP,1.4824,8,0.625,5,3,0
不着觉,UP,1.4824,8,0.625,5,3,0
不知道能,UP,1.4824,8,0.625,5,2,1
不稳定，,UP,1.4824,8,0.625,5,3,0
不腻，,UP,1.4824,8,0.625,5,1,2
世面,UP,1.4824,8,0.625,5,2,1
东海,UP,1.4824,8,0.625,5,2,1
个不错,UP,1.4824,8,0.625,5,1,2
个但,UP,1.4824,8,0.625,5,1,2
个感,UP,1.4824,8,0.625,5,3,0
个方面,UP,1.4824,8,0.625,5,3,0
个蛋,UP,1.4824,8,0.625,5,1,2
中华,UP,1.4824,8,0.625,5,3,0
中特,UP,1.4824,8,0.625,5,3,0
中环的,UP,1.4824,8,0.625,5,0,3
中英文,UP,1.4824,8,0.625,5,2,1
为第一,UP,1.4824,8,0.625,5,3,0
么便,UP,1.4824,8,0.625,5,3,0
么便宜,UP,1.4824,8,0.625,5,3,0
么感受,UP,1.4824,8,0.625,5,2,1
么样呢,UP,1.4824,8,0.625,5,2,1
义就,UP,1.4824,8,0.625,5,0,3
之前买的,UP,1.4824,8,0.625,5,3,0
也太可爱,UP,1.4824,8,0.625,5,0,3
也没问,UP,1.4824,8,0.625,5,2,1
也真的是,UP,1.4824,8,0.625,5,3,0
习/,UP,1.4824,8,0.625,5,2,1
习计,UP,1.4824,8,0.625,5,1,2
习计划,UP,1.4824,8,0.625,5,1,2
了2025,UP,1.4824,8,0.625,5,1,2
了500,UP,1.4824,8,0.625,5,3,0
了H,UP,1.4824,8,0.625,5,1,2
了下来,UP,1.4824,8,0.625,5,2,1
了半个小,UP,1.4824,8,0.625,5,2,1
了半个小时,UP,1.4824,8,0.625,5,2,1
了呜,UP,1.4824,8,0.625,5,0,3
了呜呜,UP,1.4824,8,0.625,5,0,3
了哪,UP,1.4824,8,0.625,5,1,2
了大量,UP,1.4824,8,0.625,5,1,2
了明天,UP,1.4824,8,0.625,5,3,0
了没想,UP,1.4824,8,0.625,5,1,2
了这里,UP,1.4824,8,0.625,5,1,2
了顶,UP,1.4824,8,0.625,5,2,1
了，平,UP,1.4824,8,0.625,5,3,0
了，平时,UP,1.4824,8,0.625,5,3,0
事业编,UP,1.4824,8,0.625,5,3,0
事的时,UP,1.4824,8,0.625,5,3,0
事的时候,UP,1.4824,8,0.625,5,3,0
些文,UP,1.4824,8,0.625,5,2,1
些无,UP,1.4824,8,0.625,5,1,2
交通不,UP,1.4824,8,0.625,5,1,2
人根,UP,1.4824,8,0.625,5,1,2
人根本,UP,1.4824,8,0.625,5,1,2
人真的很,UP,1.4824,8,0.625,5,3,0
人等,UP,1.4824,8,0.625,5,3,0
人食,UP,1.4824,8,0.625,5,0,3
人，都是,UP,1.4824,8,0.625,5,0,3
什么感受,UP,1.4824,8,0.625,5,2,1
今晚的,UP,1.4824,8,0.625,5,0,3
他告诉,UP,1.4824,8,0.625,5,3,0
付款的,UP,1.4824,8,0.625,5,2,1
以专,UP,1.4824,8,0.625,5,0,3
以关,UP,1.4824,8,0.625,5,2,1
以拿到,UP,1.4824,8,0.625,5,3,0
以申,UP,1.4824,8,0.625,5,2,1
以读,UP,1.4824,8,0.625,5,3,0
们未,UP,1.4824,8,0.625,5,3,0
们未来,UP,1.4824,8,0.625,5,3,0
们终,UP,1.4824,8,0.625,5,2,1
们终于,UP,1.4824,8,0.625,5,2,1
会一直在,UP,1.4824,8,0.625,5,3,0
会停,UP,1.4824,8,0.625,5,1,2
